0.2651105970	0.7348894030
0.2474505597	0.7525494403
0.3878690972	0.6121309028
0.2540648873	0.7459351127
0.4129485991	0.5870514009
0.2038827367	0.7961172633
0.3250358313	0.6749641687
0.1894118206	0.8105881794
0.1855717115	0.8144282885
0.2751497165	0.7248502835
0.1845755832	0.8154244168
0.2403338659	0.7596661341
0.1843187190	0.8156812810
0.1842525850	0.8157474150
0.1842355645	0.8157644355
0.2522233502	0.7477766498
0.1842311845	0.8157688155
0.2427129326	0.7572870674
0.1842300574	0.8157699426
0.1842297673	0.8157702327
0.2389367610	0.7610632390
0.4640910890	0.5359089110
0.4996716799	0.5003283201
0.4979779187	0.5020220813
0.5981756941	0.4018243059
0.6651228198	0.3348771802
0.7970437202	0.2029562798
0.5837204186	0.4162795814
0.7108982556	0.2891017444
0.7196798723	0.2803201277
0.7425382721	0.2574617279
0.8399340554	0.1600659446
0.7184344815	0.2815655185
0.8605417086	0.1394582914
0.7163899284	0.2836100716
0.6791695914	0.3208304086
0.8643040988	0.1356959012
0.4998229526	0.5001770474
0.4977053672	0.5022946328
0.3354040214	0.6645959786
0.2137555272	0.7862444728
0.7233117055	0.2766882945
0.7831962885	0.2168037115
0.7687051407	0.2312948593
0.1520508879	0.8479491121
0.7402813030	0.2597186970
0.6937413282	0.3062586718
0.7775651611	0.2224348389
0.1275197995	0.8724802005
0.7572199435	0.2427800565
0.4609602872	0.5390397128
0.5119249455	0.4880750545
0.7321936638	0.2678063362
0.4681165811	0.5318834189
0.6798487102	0.3201512898
0.6549319560	0.3450680440
0.6787553262	0.3212446738
0.7782680069	0.2217319931
0.6266181285	0.3733818715
0.7963455561	0.2036544439
0.7991446172	0.2008553828
0.1187312371	0.8812687629
0.7891121669	0.2108878331
0.7942123476	0.2057876524
0.1157016720	0.8842983280
0.7949899753	0.2050100247
0.7948039325	0.2051960675
0.7943689406	0.2056310594
0.1146712871	0.8853287129
0.7933549448	0.2066450552
0.5969652328	0.4030347672
0.7995666915	0.2004333085
0.7996300803	0.2003699197
0.1143224501	0.8856775499
0.6440589566	0.3559410434
0.6979196871	0.3020803129
0.7996144587	0.2003855413
0.7996372500	0.2003627500
0.7996316333	0.2003683667
0.7996181788	0.2003818212
0.7995859517	0.2004140483
0.7189949679	0.2810050321
0.7995087774	0.2004912226
0.7993240686	0.2006759314
0.7157668282	0.2842331718
0.7988825640	0.2011174360
0.7978305328	0.2021694672
0.4662534879	0.5337465121
0.4998047257	0.5001952743
0.4213637082	0.5786362918
0.7275926119	0.2724073881
0.4957703750	0.5042296250
0.4323475512	0.5676524488
0.7877023091	0.2122976909
0.6712724607	0.3287275393
0.3630650136	0.6369349864
0.6750265674	0.3249734326
0.6456114140	0.3543885860
0.3223700322	0.6776299678
0.5166958889	0.4833041111
0.7977669131	0.2022330869
0.3155934743	0.6844065257
0.1842296927	0.8157703073
0.2374635837	0.7625364163
0.7133852387	0.2866147613
0.1943095576	0.8056904424
0.7993038680	0.2006961320
0.7029288968	0.2970711032
0.3023461706	0.6976538294
0.7989250837	0.2010749163
0.3816847554	0.6183152446
0.1504321037	0.8495678963
0.7247468361	0.2752531639
0.3324107158	0.6675892842
0.1376443084	0.8623556916
0.7285994092	0.2714005908
0.7980220639	0.2019779361
0.7280100095	0.2719899905
0.3070598063	0.6929401937
0.7993423279	0.2006576721
0.1341622848	0.8658377152
0.7995409445	0.2004590555
0.7994920095	0.2005079905
0.2954216784	0.7045783216
0.7291557634	0.2708442366
0.7993748804	0.2006251196
0.7289805839	0.2710194161
0.2903593213	0.7096406787
0.1332319713	0.8667680287
0.6047209835	0.3952790165
0.1142045352	0.8857954648
0.1842296735	0.8157703265
0.2368928175	0.7631071825
0.7199927064	0.2800072936
0.1141646983	0.8858353017
0.1842296685	0.8157703315
0.3448467328	0.6551532672
0.3342016920	0.6657983080
0.1842296673	0.8157703327
0.2852228638	0.7147771362
0.1329846791	0.8670153209
0.1842296669	0.8157703331
0.2565948534	0.7434051466
0.2444810777	0.7555189223
0.3616994227	0.6383005773
0.2942840625	0.7057159375
0.1329190341	0.8670809659
0.2606338143	0.7393661857
0.3943051776	0.6056948224
0.1329016146	0.8670983854
0.3132467434	0.6867532566
0.7910078263	0.2089921737
0.1842296669	0.8157703331
0.4771946384	0.5228053616
0.6182689315	0.3817310685
0.5310432676	0.4689567324
0.6456010534	0.3543989466
0.5764696334	0.4235303666
0.2200082461	0.7799917539
0.7286745490	0.2713254510
0.3584436736	0.6415563264
0.7292684532	0.2707315468
0.1585899082	0.8414100918
0.7293689913	0.2706310087
0.3199682550	0.6800317450
0.7293859945	0.2706140055
0.3276688890	0.6723311110
0.7990947566	0.2009052434
0.7293833954	0.2706166046
0.4126901632	0.5873098368
0.7984261421	0.2015738579
0.7293884301	0.2706115699
0.1995446610	0.8004553390
0.7293876606	0.2706123394
0.1520514528	0.8479485472
0.7968377690	0.2031622310
0.1380927372	0.8619072628
0.1342826406	0.8657173594
0.5322107969	0.4677892031
0.7931063191	0.2068936809
0.7293863129	0.2706136871
0.4429320659	0.5570679341
0.7845656935	0.2154343065
