0.8206461259	0.1793538741
0.5805267933	0.4194732067
0.5641241558	0.4358758442
0.4034730552	0.5965269448
0.7118526514	0.2881473486
0.1466320685	0.8533679315
0.6527625345	0.3472374655
0.5863263486	0.4136736514
0.9046612001	0.0953387999
0.4405040003	0.5594959997
0.7183679746	0.2816320254
0.5103554346	0.4896445654
0.7087035837	0.2912964163
0.6288268061	0.3711731939
0.7478263335	0.2521736665
0.5744000135	0.4255999865
0.7402350301	0.2597649699
0.9729146891	0.0270853109
0.5116342395	0.4883657605
0.7275151899	0.2724848101
0.9817339090	0.0182660910
0.4566213530	0.5433786470
0.7512498861	0.2487501139
0.6503571331	0.3496428669
