0.5448982614	0.4551017386
0.5472095155	0.4527904845
0.7701963955	0.2298036045
0.5373419591	0.4626580409
0.8113384063	0.1886615937
0.5114970797	0.4885029203
0.8800663416	0.1199336584
0.8448822778	0.1551177222
0.7413221327	0.2586778673
0.8854176022	0.1145823978
0.8006707497	0.1993292503
0.8913431766	0.1086568234
0.7079378623	0.2920621377
0.8102380240	0.1897619760
0.8921642435	0.1078357565
0.8274502324	0.1725497676
0.8299279404	0.1700720596
0.8922771528	0.1077228472
0.8922926633	0.1077073367
0.8922947937	0.1077052063
0.8922950863	0.1077049137
0.8922951265	0.1077048735
0.7845300983	0.2154699017
0.8079453745	0.1920546255
0.8115625621	0.1884374379
0.4216673704	0.5783326296
0.5292770301	0.4707229699
0.6527625345	0.3472374655
0.7520049876	0.2479950124
0.7183679746	0.2816320254
0.6550630726	0.3449369274
0.9295240599	0.0704759401
0.7087035837	0.2912964163
0.4989677563	0.5010322437
0.6862249089	0.3137750911
0.7323907346	0.2676092654
0.7184790633	0.2815209367
0.4103722834	0.5896277166
0.5696771871	0.4303228129
0.6705173168	0.3294826832
0.7665117582	0.2334882418
0.5529311615	0.4470688385
0.8053511013	0.1946488987
0.7078368079	0.2921631921
0.7840080934	0.2159919066
0.8459176644	0.1540823356
0.8695538510	0.1304461490
0.8728473536	0.1271526464
0.8732921164	0.1267078836
0.8733519211	0.1266480789
0.5353346753	0.4646653247
0.5435508162	0.4564491838
0.5722431542	0.4277568458
0.8960133985	0.1039866015
0.9012279522	0.0987720478
0.9685372312	0.0314627688
0.9781354103	0.0218645897
0.9553917779	0.0446082221
0.9792990338	0.0207009662
0.3335835950	0.6664164050
0.5765283676	0.4234716324
0.6697040667	0.3302959333
0.5585933255	0.4414066745
0.6813175473	0.3186824527
0.7422038873	0.2577961127
0.4707132439	0.5292867561
0.7621298568	0.2378701432
0.8910762298	0.1089237702
0.7320192615	0.2679807385
0.9687452624	0.0312547376
0.7495122723	0.2504877277
0.8922951321	0.1077048679
0.8121027320	0.1878972680
0.5158754708	0.4841245292
0.9792072119	0.0207927881
0.7735607046	0.2264392954
0.6637788951	0.3362211049
0.7771110418	0.2228889582
0.8922951328	0.1077048672
0.8922951329	0.1077048671
0.8922951329	0.1077048671
0.7427383958	0.2572616042
0.7410181088	0.2589818912
0.7867354225	0.2132645775
0.7871496301	0.2128503699
0.8121829849	0.1878170151
0.8121613345	0.1878386655
0.8121916851	0.1878083149
0.9804895945	0.0195104055
0.8121961904	0.1878038096
0.8121968592	0.1878031408
0.8121966788	0.1878033212
0.9806449008	0.0193550992
0.8121969317	0.1878030683
0.8121969692	0.1878030308
0.7870577017	0.2129422983
0.8922951329	0.1077048671
0.8922951329	0.1077048671
0.8922951329	0.1077048671
0.8922951329	0.1077048671
0.8121969748	0.1878030252
0.8922951329	0.1077048671
0.8922951329	0.1077048671
0.8121969756	0.1878030244
0.8121969757	0.1878030243
0.7536351833	0.2463648167
0.6419042435	0.3580957565
0.9806636820	0.0193363180
0.7871983860	0.2128016140
