0.6948395714	0.3051604286
0.5558697290	0.4441302710
0.5031091970	0.4968908030
0.4868428085	0.5131571915
0.7306689820	0.2693310180
0.6400283881	0.3599716119
0.4427976806	0.5572023194
0.8090134818	0.1909865182
0.5742502519	0.4257497481
0.8188660458	0.1811339542
0.4969471839	0.5030528161
0.5007220605	0.4992779395
0.7505853011	0.2494146989
0.5444484551	0.4555515449
0.8536953488	0.1463046512
0.7291137420	0.2708862580
0.8206461259	0.1793538741
0.3152801050	0.6847198950
0.4786594848	0.5213405152
0.7882697080	0.2117302920
0.7041276039	0.2958723961
0.8146318740	0.1853681260
0.8806891784	0.1193108216
0.9363534562	0.0636465438
0.7981522200	0.2018477800
0.3783145349	0.6216854651
0.8487598421	0.1512401579
0.8852914327	0.1147085673
0.9491998881	0.0508001119
0.8247226543	0.1752773457
0.7996603740	0.2003396260
0.2835052240	0.7164947760
0.7695148192	0.2304851808
0.6122434876	0.3877565124
0.3905737183	0.6094262817
0.7989235259	0.2010764741
0.7223105108	0.2776894892
